,,,,,BI,BI,BI,PD,PD,PD,PIP,PIP,PIP,COMP,COMP,COMP,COLL,COLL,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,BI,PD,PIP,COMP,COLL,,,BI,PD,PIP,COMP,COLL,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii,HI,2014.0000000000,Q4,2014 Q4,154076.0000000000,8082994.0000000000,313.0000000000,154076.0000000000,17099916.0000000000,5885.0000000000,154076.0000000000,7359591.0000000000,2135.0000000000,122111.0000000000,3717586.0000000000,2361.0000000000,114651.0000000000,20078628.0000000000,7580.0000000000,0.0020314650,0.0381954360,0.0138567979,0.0193348675,0.0661136841,25824.2619808307,2905.6781648258,3447.1152224824,1574.5811096993,2648.8955145119,52.4610841403,110.9836444352,47.7659791272,30.4443170558,175.1282413586,11271.7778978972,1.2608437740,0.0025613600,0.0481584777,0.0174712574,0.0243782473,0.0833590270,0.8315869711,0.1684130289,2296.4846174275,28.0000000000,27.2000000000,0.4322590950,0.2712853236,0.7287146764,0.0255993814,0.0600395064,0.7987940716,0.0000000000,#REF!,1330325.8603871100,513338.0036201950,18.9073571668,7.7929330719,0.8993206741,0.0009000000,0.0411992807,Tort,Proportional Comparative Fault 51%,C,902639.0000000000,9697.9280000000,93.0754486938
Idaho,ID,2014.0000000000,Q4,2014 Q4,185784.0000000000,15479534.0000000000,1247.0000000000,185784.0000000000,14633134.0000000000,4948.0000000000,0.0000000000,0.0000000000,0.0000000000,145165.0000000000,8923325.0000000000,11778.0000000000,136335.0000000000,18351133.0000000000,5463.0000000000,0.0067120958,0.0266330793,0.0000000000,0.0811352599,0.0400704148,12413.4194065758,2957.3835893290,0.0000000000,757.6265070470,3359.1676734395,83.3200598545,78.7642315808,0.0000000000,61.4702235387,134.6032420142,14314.6503856014,0.9928255739,0.0066639403,0.0264420022,0.0000000000,0.0805531610,0.0397829326,0.4187401727,0.5812598273,1841.5823168941,19.1000000000,23.8000000000,0.3408661786,0.8447795797,0.1552204203,0.0557334224,0.0659647301,0.8869271750,6.6175000000,#REF!,561102.5105815180,106384.4569155100,25.6328447611,6.8710984923,2.6849011118,0.0065900000,0.0400835015,Tort,Proportional Comparative Fault 50%,N,1128497.0000000000,100317.3560000000,11.2492697674
Illinois,IL,2014.0000000000,Q4,2014 Q4,1512168.0000000000,188184291.0000000000,10993.0000000000,1512168.0000000000,165512073.0000000000,52942.0000000000,0.0000000000,0.0000000000,0.0000000000,1351770.0000000000,78533953.0000000000,48327.0000000000,1279440.0000000000,231964653.0000000000,71052.0000000000,0.0072696949,0.0350106602,0.0000000000,0.0357509044,0.0555336710,17118.5564450105,3126.2905254807,0.0000000000,1625.0533449211,3264.7167285931,124.4466825115,109.4534952466,0.0000000000,58.0971267301,181.3017046520,12528.1772334543,1.1343989409,0.0082467342,0.0397160558,0.0000000000,0.0405557881,0.0629973375,0.7645154246,0.2354845754,4053.7770814668,29.0000000000,25.7000000000,0.3924280779,0.8357055248,0.1642944752,0.0491154007,0.0610343384,0.8142496472,10.3225000000,#REF!,725535.7713694010,126332.3607006760,37.8990306286,7.4798552236,1.0255801025,0.0004400000,0.0312786120,Tort,Proportional Comparative Fault 51%,N,8373565.0000000000,306086.3300000000,27.3568734677
Indiana,IN,2014.0000000000,Q4,2014 Q4,585598.0000000000,60172671.0000000000,3948.0000000000,585598.0000000000,56004871.0000000000,17775.0000000000,0.0000000000,0.0000000000,0.0000000000,499582.0000000000,33539807.0000000000,19733.0000000000,472546.0000000000,74916230.0000000000,23756.0000000000,0.0067418263,0.0303535873,0.0000000000,0.0394990212,0.0502723544,15241.3047112462,3150.7663009845,0.0000000000,1699.6810925860,3153.5708873548,102.7542290103,95.6370598943,0.0000000000,67.1357394782,158.5374333927,17806.1750633821,0.7981473244,0.0053809706,0.0242266345,0.0000000000,0.0315260381,0.0401247452,0.6304308257,0.3695691743,2002.7725332753,22.1000000000,26.2000000000,0.3172516191,0.7691268426,0.2308731574,0.0420631375,0.0670603330,0.9216620400,10.8925000000,#REF!,764656.7079964880,214246.4398506740,17.3950866749,9.6065673362,0.2761489611,0.0033400000,0.0334562597,Tort,Proportional Comparative Fault 51%,N,4448099.0000000000,201924.4940000000,22.0285261678
Iowa,IA,2014.0000000000,Q4,2014 Q4,336795.0000000000,20850245.0000000000,1389.0000000000,336795.0000000000,26844787.0000000000,8847.0000000000,0.0000000000,0.0000000000,0.0000000000,282329.0000000000,27646314.0000000000,13154.0000000000,274505.0000000000,35003613.0000000000,11130.0000000000,0.0041241705,0.0262682047,0.0000000000,0.0465910339,0.0405457095,15010.9755219582,3034.3378546400,0.0000000000,2101.7419796260,3144.9787061995,61.9078222658,79.7066078772,0.0000000000,97.9223317477,127.5153931622,14099.8112464283,1.0079532794,0.0041569712,0.0264771231,0.0000000000,0.0469615854,0.0408681809,0.4115946457,0.5884053543,2093.5745766345,17.3000000000,21.7000000000,0.3505986044,0.7841976186,0.2158023814,0.0602540452,0.0791054557,0.8941938270,9.6725000000,#REF!,472866.4792251920,89411.3393098154,27.6819892855,6.6886476532,4.0461996936,0.0044700000,0.0349744137,Tort,Proportional Comparative Fault 51%,N,2227950.0000000000,234072.8800000000,9.5181893776
Kansas,KS,2014.0000000000,Q4,2014 Q4,338562.0000000000,28086099.0000000000,1180.0000000000,338562.0000000000,31062462.0000000000,9516.0000000000,338562.0000000000,9072452.0000000000,4002.0000000000,247409.0000000000,28626720.0000000000,13950.0000000000,256398.0000000000,38224374.0000000000,11041.0000000000,0.0034853291,0.0281071118,0.0118205823,0.0563843676,0.0430619584,23801.7788135593,3264.2351828499,2266.9795102449,2052.0946236559,3462.0391268907,82.9570329807,91.7482233682,26.7970179760,115.7060575808,149.0821847284,15193.2706160159,0.9354109029,0.0032602149,0.0262916989,0.0110571016,0.0527425522,0.0402806254,0.5161815799,0.4838184201,2125.6733336295,18.4000000000,21.7000000000,0.3607592312,0.8652671887,0.1347328113,0.0718072935,0.0726686328,0.9164387952,6.3575000000,#REF!,520034.8908642220,57989.1808085755,29.2495040407,4.5130991824,2.7789575264,0.0041700000,0.0349073020,No-Fault,Proportional Comparative Fault 50%,C,2021271.0000000000,286701.1150000000,7.0500981484
Kentucky,KY,2014.0000000000,Q4,2014 Q4,619723.0000000000,81328029.0000000000,4345.0000000000,619723.0000000000,60383454.0000000000,18469.0000000000,619723.0000000000,41855873.0000000000,11359.0000000000,448795.0000000000,47698336.0000000000,27613.0000000000,410625.0000000000,69206497.0000000000,18543.0000000000,0.0070111969,0.0298020245,0.0183291567,0.0615269778,0.0451579909,18717.6131185270,3269.4490226867,3684.8202306541,1727.3869554196,3732.2168473278,131.2328717830,97.4361997215,67.5396475522,106.2808988514,168.5394143075,15954.0522670062,0.8908050912,0.0062456099,0.0265477951,0.0163277061,0.0548085451,0.0402269682,0.4637883578,0.5362116422,2354.1636408829,21.0000000000,26.2000000000,0.3353180374,0.9266619873,0.0733380127,0.0259021957,0.0673122969,0.9180854444,11.7775000000,#REF!,675163.6469606280,192766.7531011780,39.6256955828,10.0907925433,2.2003671932,0.0066400000,0.0381158409,Choice No-Fault,Pure Comparative Fault,C,3004919.0000000000,166286.2970000000,18.0707554033
Louisiana,LA,2014.0000000000,Q4,2014 Q4,480936.0000000000,135297175.0000000000,8114.0000000000,480936.0000000000,72004357.0000000000,19833.0000000000,0.0000000000,0.0000000000,0.0000000000,380568.0000000000,32666973.0000000000,26642.0000000000,369675.0000000000,91481604.0000000000,24864.0000000000,0.0168712677,0.0412383352,0.0000000000,0.0700058859,0.0672590789,16674.5347547449,3630.5327988706,0.0000000000,1226.1456722468,3679.2794401544,281.3205395312,149.7171286824,0.0000000000,85.8374140758,247.4649462366,14565.9901992586,0.9756941197,0.0164611967,0.0402360012,0.0000000000,0.0683043313,0.0656242878,0.5847107762,0.4152892238,3698.9674119229,23.7000000000,30.5000000000,0.3145477170,0.5911038862,0.4088961138,0.0410519738,0.0766762361,0.9201417336,13.9850000000,#REF!,721115.5372803790,220446.2926712040,24.2981723442,3.0461701866,1.3055074299,0.0016900000,0.0324051011,Tort,Pure Comparative Fault,N,3312630.0000000000,130023.8910000000,25.4770871301
Maine,ME,2014.0000000000,Q4,2014 Q4,121924.0000000000,11196923.0000000000,581.0000000000,121924.0000000000,10149355.0000000000,3588.0000000000,0.0000000000,0.0000000000,0.0000000000,102583.0000000000,6209896.0000000000,5238.0000000000,93837.0000000000,13448274.0000000000,4599.0000000000,0.0047652636,0.0294281684,0.0000000000,0.0510610920,0.0490105182,19271.8123924269,2828.6942586399,0.0000000000,1185.5471554028,2924.1735159817,91.8352662314,83.2432909025,0.0000000000,60.5353323650,143.3152594392,14035.9649180307,1.0125382236,0.0048250115,0.0297971453,0.0000000000,0.0517013074,0.0496250231,0.2778669865,0.7221330135,2823.8711845598,19.9000000000,26.1000000000,0.3055592435,0.8697804151,0.1302195849,0.0353414112,0.0774733590,0.8805757897,12.3625000000,#REF!,624176.6011167570,254498.3397022090,27.8619078531,14.7955836740,1.7986927841,0.0054300000,0.0402360663,Tort,Proportional Comparative Fault 50%,N,1018918.0000000000,46946.8100000000,21.7036684708
Maryland,MD,2014.0000000000,Q4,2014 Q4,765026.0000000000,138600552.0000000000,10888.0000000000,765026.0000000000,113977588.0000000000,37637.0000000000,765026.0000000000,38272322.0000000000,21705.0000000000,649655.0000000000,52674471.0000000000,34425.0000000000,615593.0000000000,138572585.0000000000,48767.0000000000,0.0142321960,0.0491970208,0.0283715848,0.0529896637,0.0792195493,12729.6612784717,3028.3388155273,1763.2951854411,1530.1226143791,2841.5236737958,181.1710347099,148.9852475602,50.0274788046,81.0806828240,225.1042247069,13620.9958916432,1.0433856010,0.0148496684,0.0513314631,0.0296025030,0.0552886522,0.0826565370,0.8198747996,0.1801252004,2793.8190956540,32.1000000000,33.6000000000,0.3810813332,0.7848537005,0.2151462995,0.0294735912,0.0607195709,0.8316291524,11.1825000000,#REF!,1087270.7941013000,366300.8646583530,24.9678970073,7.6659865668,3.2194290576,0.0043100000,0.0301295248,Tort,Pure Contributory Negligence,C,4142997.0000000000,70303.1150000000,58.9304897799
Massachusetts,MA,2014.0000000000,Q4,2014 Q4,241165.0000000000,30847402.0000000000,2874.0000000000,241165.0000000000,35981380.0000000000,12017.0000000000,241165.0000000000,6872485.0000000000,6598.0000000000,203596.0000000000,16044811.0000000000,18962.0000000000,191796.0000000000,53387996.0000000000,16991.0000000000,0.0119171522,0.0498289553,0.0273588622,0.0931354251,0.0885889174,10733.2644398051,2994.2065407340,1041.6012428009,846.1560489400,3142.1338355600,127.9099454730,149.1981838161,28.4970248585,78.8071032830,278.3582347911,12076.6566329157,1.1768117134,0.0140242442,0.0586392982,0.0321962295,0.1096028591,0.1042524757,0.9546571224,0.0453428776,4093.8961735154,28.7000000000,30.1000000000,0.3806222483,0.8550230214,0.1449769786,0.0346503032,0.0679750612,0.7863186909,12.5200000000,#REF!,859011.2292614860,202089.7490947120,23.3840338189,4.9779899695,3.5307857092,0.0015800000,0.0288803890,No-Fault,Proportional Comparative Fault 51%,C,4765586.0000000000,76873.4840000000,61.9925851156
Michigan,MI,2014.0000000000,Q4,2014 Q4,926848.0000000000,66700369.0000000000,1424.0000000000,926848.0000000000,9616941.0000000000,4852.0000000000,926848.0000000000,363709627.0000000000,12532.0000000000,840305.0000000000,81868344.0000000000,61881.0000000000,725435.0000000000,202979288.0000000000,56241.0000000000,0.0015363900,0.0052349468,0.0135210952,0.0736411184,0.0775272767,46840.1467696629,1982.0570898599,29022.4726300670,1322.9964609492,3609.0981312566,71.9647331601,10.3759634805,392.4156139950,97.4269390281,279.8035495944,13820.3289996463,1.0283366615,0.0015799262,0.0053832877,0.0139042378,0.0757278618,0.0797241409,0.7091772514,0.2908227486,2401.8461581309,23.6000000000,26.6000000000,0.3373183045,0.6866511089,0.3133488911,0.0465441167,0.0746997807,0.9124304622,9.1650000000,#REF!,806179.7244662010,165544.6175040200,22.5780261208,3.0319450042,2.5004307089,0.0039800000,0.0329039019,No-Fault,Proportional Comparative Fault 51%,C,7046433.0000000000,256747.1230000000,27.4450319741
Minnesota,MN,2014.0000000000,Q4,2014 Q4,678049.0000000000,40677896.0000000000,1821.0000000000,678049.0000000000,56435729.0000000000,18554.0000000000,678049.0000000000,48167505.0000000000,9168.0000000000,601918.0000000000,53751031.0000000000,50454.0000000000,558048.0000000000,73732285.0000000000,24094.0000000000,0.0026856466,0.0273638041,0.0135211467,0.0838220489,0.0431754974,22338.2185612301,3041.7014659912,5253.8727094241,1065.3472668173,3060.1927865859,59.9925610096,83.2325230182,71.0383836566,89.2995906419,132.1253458484,17094.6891093273,0.8313664492,0.0022327565,0.0227493486,0.0112410277,0.0696868391,0.0358946600,0.5913855147,0.4086144853,2971.5019113376,22.8000000000,25.0000000000,0.3910445027,0.7454172033,0.2545827967,0.0490765660,0.0812430677,0.8651466533,7.2800000000,#REF!,694994.8817060920,99271.7877497589,20.8206755334,8.5344384590,2.4532331189,0.0061300000,0.0310653924,No-Fault,Proportional Comparative Fault 51%,C,3357468.0000000000,285082.6010000000,11.7771761175
Mississippi,MS,2014.0000000000,Q4,2014 Q4,256676.0000000000,32707907.0000000000,2237.0000000000,256676.0000000000,25000548.0000000000,7146.0000000000,0.0000000000,0.0000000000,0.0000000000,197768.0000000000,19524441.0000000000,12300.0000000000,191741.0000000000,39053069.0000000000,10434.0000000000,0.0087152675,0.0278405461,0.0000000000,0.0621940860,0.0544171565,14621.3263299061,3498.5373635600,0.0000000000,1587.3529268293,3742.8664941537,127.4287701226,97.4011906061,0.0000000000,98.7239644432,203.6761516838,19972.4981701985,0.7115760314,0.0062015755,0.0198106653,0.0000000000,0.0442558209,0.0387219442,0.4312974316,0.5687025684,2251.4435991836,20.8000000000,27.1000000000,0.2740351316,0.8364676099,0.1635323901,0.0538813427,0.0721638850,0.9426206011,14.5550000000,#REF!,624168.1905141410,171217.2226833120,26.1920559518,2.1885258797,0.8265992246,0.0041300000,0.0374121240,Tort,Pure Comparative Fault,N,1977679.0000000000,158491.3770000000,12.4781488901
Missouri,MO,2014.0000000000,Q4,2014 Q4,650640.0000000000,68969058.0000000000,4965.0000000000,650640.0000000000,63963343.0000000000,21195.0000000000,0.0000000000,0.0000000000,0.0000000000,519416.0000000000,43728073.0000000000,25366.0000000000,519255.0000000000,83174595.0000000000,24170.0000000000,0.0076309480,0.0325756179,0.0000000000,0.0488356154,0.0465474574,13891.0489425982,3017.8505779665,0.0000000000,1723.8852400852,3441.2327265205,106.0018720030,98.3083471659,0.0000000000,84.1869965500,160.1806337926,16508.8099170765,0.8608707142,0.0065692596,0.0280433954,0.0000000000,0.0420411511,0.0400713429,0.5909142877,0.4090857123,3076.5607629409,22.0000000000,25.9000000000,0.3568051591,0.8794076527,0.1205923473,0.0465314498,0.0697572467,0.9063461366,9.8300000000,#REF!,764960.8093883210,132941.1710680530,15.5589478212,6.8316539534,3.2184755434,0.0051700000,0.0346358320,Tort,Pure Comparative Fault,N,4295224.0000000000,272976.3970000000,15.7347816412
Montana,MT,2014.0000000000,Q4,2014 Q4,115972.0000000000,10076216.0000000000,559.0000000000,115972.0000000000,8678344.0000000000,2605.0000000000,0.0000000000,0.0000000000,0.0000000000,83939.0000000000,11992273.0000000000,6439.0000000000,78484.0000000000,10816607.0000000000,2954.0000000000,0.0048201290,0.0224623185,0.0000000000,0.0767104683,0.0376382447,18025.4311270125,3331.4180422265,0.0000000000,1862.4433918310,3661.6814488829,86.8849032525,74.8313730901,0.0000000000,142.8689047999,137.8192625248,15815.1183826263,0.8986307052,0.0043315159,0.0201853291,0.0000000000,0.0689343822,0.0338228824,0.3068839443,0.6931160557,2559.6461045020,15.6000000000,21.4000000000,0.2745703982,0.8851696433,0.1148303567,0.0475775430,0.0691385359,0.8512073595,5.4000000000,#REF!,419961.9913984300,58444.1008447215,37.2949075403,11.0832911782,4.7456106007,0.0058000000,0.0405505423,Tort,Proportional Comparative Fault 51%,N,768703.0000000000,153060.8320000000,5.0222058116
Nebraska,NE,2014.0000000000,Q4,2014 Q4,247831.0000000000,24787465.0000000000,1464.0000000000,247831.0000000000,23974141.0000000000,7662.0000000000,0.0000000000,0.0000000000,0.0000000000,192463.0000000000,19183957.0000000000,12579.0000000000,190926.0000000000,29515614.0000000000,8976.0000000000,0.0059072513,0.0309162292,0.0000000000,0.0653580169,0.0470129789,16931.3285519126,3128.9664578439,0.0000000000,1525.0780666190,3288.2814171123,100.0176128087,96.7358441841,0.0000000000,99.6760779994,154.5919047170,14174.0845450761,1.0026715263,0.0059230327,0.0309988227,0.0000000000,0.0655326225,0.0471385753,0.4310543509,0.5689456491,2492.6880265405,17.7000000000,20.3000000000,0.3491687647,0.8464284973,0.1535715027,0.0523418128,0.0788657600,0.9128194900,6.2450000000,#REF!,587393.4633230970,63206.9675645331,40.4763134986,15.4154617013,3.3938418446,0.0060500000,0.0378785799,Tort,Proportional Comparative Fault 50%,N,1383693.0000000000,190931.5180000000,7.2470643637
Nevada,NV,2014.0000000000,Q4,2014 Q4,295169.0000000000,70577140.0000000000,3558.0000000000,295169.0000000000,33218618.0000000000,10417.0000000000,0.0000000000,0.0000000000,0.0000000000,238194.0000000000,10980246.0000000000,11443.0000000000,232342.0000000000,43622595.0000000000,12120.0000000000,0.0120541114,0.0352916465,0.0000000000,0.0480406727,0.0521644817,19836.1832490163,3188.8852836709,0.0000000000,959.5600803985,3599.2240099010,239.1075621085,112.5410120982,0.0000000000,46.0979117862,187.7516548881,14084.4442369171,1.0090530195,0.0121632375,0.0356111424,0.0000000000,0.0484755859,0.0526367277,0.8090283213,0.1909716787,3108.7327352798,23.5000000000,27.1000000000,0.3678120524,0.8794109416,0.1205890584,0.0318178757,0.0594680711,0.8800101287,2.4800000000,#REF!,954511.2905156430,69657.0369132896,13.4381996250,4.6062151144,4.1082288220,0.0044900000,0.0403012591,Tort,Proportional Comparative Fault 51%,N,1796443.0000000000,90813.1550000000,19.7817485804
New Hampshire,NH,2014.0000000000,Q4,2014 Q4,126038.0000000000,13980443.0000000000,692.0000000000,126038.0000000000,13311572.0000000000,4454.0000000000,0.0000000000,0.0000000000,0.0000000000,116688.0000000000,6326742.0000000000,6472.0000000000,110036.0000000000,19509865.0000000000,6824.0000000000,0.0054904077,0.0353385487,0.0000000000,0.0554641437,0.0620160675,20202.9523121387,2988.6780422093,0.0000000000,977.5559332509,2859.0071805393,110.9224440248,105.6155445183,0.0000000000,54.2193027561,177.3043822022,12099.6792985579,1.1745725348,0.0064488820,0.0415076887,0.0000000000,0.0651466599,0.0728423696,0.6066196206,0.3933803794,2729.8496472374,26.0000000000,28.6000000000,0.3420201017,0.9485403178,0.0514596822,0.0444091820,0.0662979972,0.8920666588,12.4150000000,#REF!,733135.4566857140,226664.5691579800,22.5622037695,16.7957701306,3.1753818653,0.0042200000,0.0349054976,Tort,Proportional Comparative Fault 51%,O,1071963.0000000000,33242.5030000000,32.2467595175
